mp-11107.cif,0.0
mp-32800.cif,0.0
mp-977351.cif,0.0
mp-1183115.cif,0.0
mp-27972.cif,0.0
mp-30274.cif,0.0
mp-27971.cif,0.0
mp-30273.cif,0.0
mp-866101.cif,0.0
mp-977360.cif,0.0
mp-985278.cif,0.0
mp-1183053.cif,0.0
mp-861867.cif,0.0
mp-36526.cif,0.0
mp-1183152.cif,0.0
mp-567334.cif,0.0
mp-560328.cif,0.0
mp-1215118.cif,0.0
mp-1247866.cif,0.0
mp-554873.cif,0.0
mp-759792.cif,0.0
mp-559071.cif,0.0
mp-556345.cif,0.0
mp-1199990.cif,0.0
mp-574486.cif,0.0
mp-680067.cif,0.0
mp-1196546.cif,0.0
mp-554988.cif,0.0
mp-861942.cif,0.0
mp-1202797.cif,0.0
mp-567645.cif,0.0
mp-723002.cif,0.0
mp-778019.cif,0.0
mp-1196868.cif,0.0
mp-690687.cif,0.0
mp-860963.cif,0.0
mp-1202149.cif,0.0
mp-1215002.cif,0.0
mp-558763.cif,0.0
mp-1229122.cif,0.0
mp-23485.cif,0.0
mp-570256.cif,0.0
mp-556866.cif,0.0
mp-557396.cif,0.0
mp-1203404.cif,0.0
mp-27966.cif,0.0
mp-560276.cif,0.0
mp-556429.cif,0.0
mp-19318.cif,0.0
mp-557303.cif,0.0
mp-1195759.cif,0.0
mp-557644.cif,0.0
mp-1190325.cif,0.0
mp-707138.cif,0.0
mp-558151.cif,0.0
mp-558469.cif,0.0
mp-561822.cif,0.0
mp-13956.cif,0.0
mp-667327.cif,0.0
mp-20210.cif,0.0
mp-1195817.cif,0.0
mp-1102900.cif,0.0
mp-1393712.cif,0.0
mp-2018369.cif,0.0
mp-2025704.cif,0.0
mp-31053.cif,0.0
mp-32669.cif,0.0
mp-32884.cif,0.0
mp-36216.cif,0.0
mp-556225.cif,0.0
mp-610517.cif,0.0
mp-1192057.cif,0.0
mp-30982.cif,0.0
mp-5625.cif,0.0
mp-660503.cif,0.0
mp-1183005.cif,0.0
mp-16913.cif,0.0
mp-2748718.cif,0.0
mp-1197599.cif,0.0
mp-1190916.cif,0.0
mp-1197464.cif,0.0
mp-561380.cif,0.0
mp-18068.cif,0.0
mp-29163.cif,0.0
mp-32537.cif,0.0
mp-504466.cif,0.0
mp-637188.cif,0.0
mp-990091.cif,0.0
mp-1183016.cif,0.0
mp-4431.cif,0.0
mp-555843.cif,0.0
mp-561620.cif,0.0
mp-34460.cif,0.0
mp-1194638.cif,0.0
mp-505145.cif,0.0
mp-1229212.cif,0.0
mp-1198516.cif,0.0
mp-562248.cif,0.0
mp-695941.cif,0.0
mp-1214986.cif,0.0
mp-562667.cif,0.0
mp-556747.cif,0.0
mp-1104271.cif,0.0
mp-555269.cif,0.0
mp-28996.cif,0.0
mp-1229230.cif,0.0
mp-1229155.cif,0.0
mp-558550.cif,0.0
mp-27482.cif,0.0
mp-556570.cif,0.0
mp-1247860.cif,0.0
mp-28812.cif,0.0
mp-29536.cif,0.0
mp-559847.cif,0.0
mp-1229218.cif,0.0
mp-1205440.cif,0.0
mp-504579.cif,0.0
mp-553919.cif,0.0
mp-1229145.cif,0.0
mp-1204185.cif,0.0
mp-683910.cif,0.0
mp-1229180.cif,0.0
mp-556837.cif,0.0
mp-1191037.cif,0.0
mp-557631.cif,0.0
mp-2646989.cif,0.0
mp-554710.cif,0.0
mp-37153.cif,0.0
mp-997022.cif,0.0
mp-22665.cif,0.0
mp-1196797.cif,0.0
mp-13740.cif,0.0
mp-542609.cif,0.0
mp-649756.cif,0.0
mp-1229194.cif,0.0
mp-16060.cif,0.0
mp-10413.cif,0.0
mp-738633.cif,0.0
mp-1204520.cif,0.0
mp-703539.cif,0.0
mp-1194753.cif,0.0
mp-1194697.cif,0.0
mp-12021.cif,0.0
mp-24058.cif,0.0
mp-759882.cif,0.0
mp-1215142.cif,0.0
mp-559803.cif,0.0
mp-559834.cif,0.0
mp-557494.cif,0.0
mp-1195262.cif,0.0
mp-556434.cif,0.0
mp-569126.cif,0.0
mp-1192345.cif,0.0
mp-35909.cif,0.0
mp-996968.cif,0.0
mp-996969.cif,0.0
mp-996970.cif,0.0
mp-556094.cif,0.0
mp-2034510.cif,0.0
mp-866291.cif,0.0
mp-1178562.cif,0.0
mp-1182994.cif,0.0
mp-567459.cif,0.0
mp-616521.cif,0.0
mp-650510.cif,0.0
mp-1183029.cif,0.0
mp-667508.cif,0.0
mp-1214977.cif,0.0
mp-29672.cif,0.0
mp-561205.cif,0.0
mp-9519.cif,0.0
mp-560460.cif,0.0
mp-545730.cif,0.0
mp-6070.cif,0.0
mp-6781.cif,0.0
mp-6814.cif,0.0
mp-1182953.cif,0.0
mp-5282.cif,0.0
mp-1188917.cif,0.0
mp-1200256.cif,0.0
mp-562550.cif,0.0
mp-6050.cif,0.0
mp-1178561.cif,0.0
mp-27941.cif,0.0
mp-775761.cif,0.0
mp-776199.cif,0.0
mp-1101933.cif,0.0
mp-1191267.cif,0.0
mp-22993.cif,0.0
mp-2903321.cif,0.0
mp-551758.cif,0.0
mp-1197263.cif,0.0
mp-560182.cif,0.0
mp-1196463.cif,0.0
mp-698405.cif,0.0
mp-1200633.cif,0.0
mp-1215103.cif,0.0
mp-560619.cif,0.0
mp-1203884.cif,0.0
mp-1200476.cif,0.0
mp-1200682.cif,0.0
mp-1199390.cif,0.0
mp-1202475.cif,0.0
mp-707277.cif,0.0
mp-1215075.cif,0.0
mp-1192660.cif,0.0
mp-24053.cif,0.0
